Date,Price
12/5/2017,11667.12988
12/6/2017,13749.57031
12/7/2017,16850.31055
12/8/2017,16047.61035
12/9/2017,14843.41992
12/10/2017,15059.59961
12/11/2017,16732.4707
12/12/2017,17083.90039
12/13/2017,16286.82031
12/14/2017,16467.91016
12/15/2017,17604.84961
12/16/2017,19345.49023
12/17/2017,19065.71094
12/18/2017,18972.32031
12/19/2017,17523.69922
12/20/2017,16461.9707
12/21/2017,15632.12012
12/22/2017,13664.96973
12/23/2017,14396.45996
12/24/2017,13789.9502
12/25/2017,13833.49023
12/26/2017,15756.55957
12/27/2017,15416.63965
12/28/2017,14398.7002
12/29/2017,14392.57031
12/30/2017,12531.51953
12/31/2017,13850.40039
1/1/2018,13444.87988
1/2/2018,14754.12988
1/3/2018,15156.62012
1/4/2018,15180.08008
1/5/2018,16954.7793
1/6/2018,17172.30078
1/7/2018,16228.16016
1/8/2018,14976.16992
1/9/2018,14468.5
1/10/2018,14919.49023
1/11/2018,13308.05957
1/12/2018,13841.19043
1/13/2018,14243.12012
1/14/2018,13638.62988
1/15/2018,13631.98047
1/16/2018,11282.49023
1/17/2018,11162.7002
1/18/2018,11175.51953
1/19/2018,11521.75977
1/20/2018,12783.94043
1/21/2018,11549.92969
1/22/2018,10814.51953
1/23/2018,10858.23047
1/24/2018,11429.01953
1/25/2018,11175.87012
1/26/2018,11104.2002
1/27/2018,11459.70996
1/28/2018,11767.74023
1/29/2018,11233.9502
1/30/2018,10107.25977
1/31/2018,10226.86035
2/1/2018,9114.719727
2/2/2018,8870.820313
2/3/2018,9251.269531
2/4/2018,8218.049805
2/5/2018,6937.080078
2/6/2018,7701.25
2/7/2018,7592.720215
2/8/2018,8260.69043
2/9/2018,8696.830078
2/10/2018,8569.290039
2/11/2018,8084.609863
2/12/2018,8911.269531
2/13/2018,8544.69043
2/14/2018,9485.639648
2/15/2018,10033.75
2/16/2018,10188.73047
2/17/2018,11097.20996
2/18/2018,10417.23047
2/19/2018,11182.28027
2/20/2018,11256.42969
2/21/2018,10481.66016
2/22/2018,9847.959961
2/23/2018,10175.50977
2/24/2018,9705.730469
2/25/2018,9610.110352
2/26/2018,10326.5
2/27/2018,10594.75977
2/28/2018,10334.44043
3/1/2018,10929.37012
3/3/2018,11480.40039
